typeURI;assetId.identificator;assetId.toegekendDoor;besturingsconnector;bron.typeURI;bronAssetId.identificator;bronAssetId.toegekendDoor;datumOprichtingObject;doel.typeURI;doelAssetId.identificator;doelAssetId.toegekendDoor;heeftAansluitkastGeintegreerd;heeftAntiVandalisme;isActief;isFaunavriendelijk;kleurArmatuur;kleurTemperatuur;lichtkleur;lichtpuntHoogte;lumenOutput;merk;modelnaam;naam;notitie;protector;systeemvermogen;theoretischeLevensduur;toestand;geometry
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#VerlichtingstoestelLED;29dccffa-1d3f-44fa-bc3d-ab6062c95360-b25kZXJkZWVsI1ZlcmxpY2h0aW5nc3RvZXN0ZWxMRUQ;AWV;NEMA;;;;2023-10-27;;;;false;false;true;false;ral-7038;3000;wit;16;15000;Schreder;izylum-3;G0528.307B.WV1;;vlak-glas;106.0;285.0;in-gebruik;POINT Z (204422.39 195815.54 0)
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Sturing;2b57bfa0-5672-48d7-bb12-db34822b8698-b25kZXJkZWVsI1N0dXJpbmc;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#VerlichtingstoestelLED;2444107e-6083-4315-a5b9-b5da3171a2e2-b25kZXJkZWVsI1ZlcmxpY2h0aW5nc3RvZXN0ZWxMRUQ;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#LEDDriver;0e9cd88f-0ae1-48b0-bb08-5b8cdb69e330-b25kZXJkZWVsI0xFRERyaXZlcg;AWV;;;true;;;;;;;;;;;;;;;
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;2ba96e95-f95e-4429-a72a-cb4308a2414a-b25kZXJkZWVsI0JldmVzdGlnaW5n;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#VerlichtingstoestelLED;43d5839e-b2e6-45c0-8a8a-4afe1d538ff2-b25kZXJkZWVsI1ZlcmxpY2h0aW5nc3RvZXN0ZWxMRUQ;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#LEDDriver;f6fb4f05-ef9f-453f-9eaa-31e749959e6d-b25kZXJkZWVsI0xFRERyaXZlcg;AWV;;;true;;;;;;;;;;;;;;;
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;2ee25d09-0ab4-42f3-9980-aea5096fa9a3-b25kZXJkZWVsI0JldmVzdGlnaW5n;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#VerlichtingstoestelLED;83a5a8d8-d80d-40bc-be68-fe8d443fab84-b25kZXJkZWVsI1ZlcmxpY2h0aW5nc3RvZXN0ZWxMRUQ;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Armatuurcontroller;37528c15-eebd-4989-8422-e80c4dcf3487-b25kZXJkZWVsI0FybWF0dXVyY29udHJvbGxlcg;AWV;;;true;;;;;;;;;;;;;;;
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#VerlichtingstoestelLED;30ce82f2-8356-49c9-8fb3-0a67b897d2d2-b25kZXJkZWVsI1ZlcmxpY2h0aW5nc3RvZXN0ZWxMRUQ;AWV;NEMA;;;;2023-10-27;;;;false;false;true;false;ral-7038;3000;wit;12-5;15000;Schreder;izylum-3;G0528.324.WV1;;vlak-glas;106.0;285.0;in-gebruik;POINT Z (204484.98 195800.16 0)
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;31bb67f0-de2e-48fa-8dba-0a0a11969b0a-b25kZXJkZWVsI0JldmVzdGlnaW5n;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#VerlichtingstoestelLED;1ba9a429-df6e-48a2-a39c-43c145f5e4d1-b25kZXJkZWVsI1ZlcmxpY2h0aW5nc3RvZXN0ZWxMRUQ;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Armatuurcontroller;3692e318-6825-412e-bac8-1effe12a8145-b25kZXJkZWVsI0FybWF0dXVyY29udHJvbGxlcg;AWV;;;true;;;;;;;;;;;;;;;
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#VerlichtingstoestelLED;3300b9e1-fcfd-48de-99f9-7867d0ecb7e1-b25kZXJkZWVsI1ZlcmxpY2h0aW5nc3RvZXN0ZWxMRUQ;AWV;NEMA;;;;2023-10-27;;;;false;false;true;false;ral-7038;3000;wit;12-5;15000;Schreder;izylum-3;G0528.314.WV1;;vlak-glas;111.1;285.0;in-gebruik;POINT Z (204628.99 195705.74 0)
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;340ec1bc-0f98-4dce-99b7-075cf64b7101-b25kZXJkZWVsI0JldmVzdGlnaW5n;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#WVLichtmast;6fb001e7-090d-49d3-b373-d2e017b62fa2-b25kZXJkZWVsI1dWTGljaHRtYXN0;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#VerlichtingstoestelLED;21a2acd7-cd14-4688-afcb-3ec152a40775-b25kZXJkZWVsI1ZlcmxpY2h0aW5nc3RvZXN0ZWxMRUQ;AWV;;;true;;;;;;;;;;;;;;;
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Sturing;3435929f-3f90-44d0-94a8-d11322794ec6-b25kZXJkZWVsI1N0dXJpbmc;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#VerlichtingstoestelLED;cbb548f6-a51d-4f23-9c65-1961a6dbd0f1-b25kZXJkZWVsI1ZlcmxpY2h0aW5nc3RvZXN0ZWxMRUQ;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#LEDDriver;5251c529-ebc8-4a43-afa9-4097458929f0-b25kZXJkZWVsI0xFRERyaXZlcg;AWV;;;true;;;;;;;;;;;;;;;
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;39116c8a-224a-4b77-a20b-0338d08b04a1-b25kZXJkZWVsI0JldmVzdGlnaW5n;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#VerlichtingstoestelLED;78d23e1f-66b5-4c6a-8997-2613bd5aa33d-b25kZXJkZWVsI1ZlcmxpY2h0aW5nc3RvZXN0ZWxMRUQ;AWV;;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Armatuurcontroller;bee234e1-0677-4b47-ad7e-0bdedee3a96b-b25kZXJkZWVsI0FybWF0dXVyY29udHJvbGxlcg;AWV;;;true;;;;;;;;;;;;;;;
